SampleID	Location	Depth (m)	Salinity	Description	Collection date	Month	Year	Mixed	Sabehi primer (5?-MGNTAYATHGAYTGGYT-3?)	Number sequences	Authors	Manuscript	Protein accession numbers	Nucleotide accession numbers
Med0_May03	Mediterranean Sea	0	Saline	Collected from a depth of 0m at statio HO1 from the Mediterranean Sea in May 2003	1-May-03	May	2003	no	yes	149	Sabehi,G. and Beja,O.	Adaptation and spectral tuning in divergent marine proteorhodopsins from the eastern Mediterranean and the Sargasso Seas	ABA90679.1,ABA90675.1,ABA90674.1,ABA90673.1,ABA90672.1,ABA90669.1,ABA90666.1,ABA90655.1,ABA90654.1,ABA90653.1,ABA90652.1,ABA90649.1,ABA90647.1,ABA90641.1,ABA90639.1,ABA90638.1,ABA90637.1,ABA90630.1,ABA90629.1,ABA90626.1,ABA90623.1,ABA90621.1,ABA90620.1,ABA90618.1,ABA90616.1,ABA90613.1,ABA90612.1,ABA90610.1,ABA90609.1,ABA90608.1,ABA90606.1,ABA90603.1,ABA90602.1,ABA90600.1,ABA90599.1,ABA90598.1,ABA90593.1,ABA90592.1,ABA90590.1,ABA90588.1,ABA90587.1,ABA90584.1,ABA90577.1,ABA90573.1,ABA90571.1,ABA90570.1,ABA90568.1,ABA90566.1,ABA90565.1,ABA90563.1,ABA90562.1,ABA90557.1,ABA90552.1,ABA90550.1,ABA90549.1,ABA90547.1,ABA90546.1,ABA90545.1,ABA90544.1,ABA90543.1,ABA90542.1,ABA90540.1,ABA90539.1,ABA90537.1,ABA90535.1,ABA90534.1,ABA90533.1,ABA90531.1,ABA90678.1,ABA90677.1,ABA90676.1,ABA90671.1,ABA90670.1,ABA90668.1,ABA90667.1,ABA90665.1,ABA90664.1,ABA90663.1,ABA90662.1,ABA90661.1,ABA90660.1,ABA90659.1,ABA90658.1,ABA90657.1,ABA90656.1,ABA90651.1,ABA90650.1,ABA90648.1,ABA90646.1,ABA90645.1,ABA90644.1,ABA90643.1,ABA90642.1,ABA90640.1,ABA90636.1,ABA90635.1,ABA90634.1,ABA90633.1,ABA90632.1,ABA90631.1,ABA90628.1,ABA90627.1,ABA90625.1,ABA90624.1,ABA90622.1,ABA90619.1,ABA90617.1,ABA90615.1,ABA90614.1,ABA90611.1,ABA90607.1,ABA90605.1,ABA90604.1,ABA90601.1,ABA90597.1,ABA90596.1,ABA90595.1,ABA90594.1,ABA90591.1,ABA90589.1,ABA90586.1,ABA90585.1,ABA90583.1,ABA90582.1,ABA90581.1,ABA90580.1,ABA90579.1,ABA90578.1,ABA90576.1,ABA90575.1,ABA90574.1,ABA90572.1,ABA90569.1,ABA90567.1,ABA90564.1,ABA90561.1,ABA90560.1,ABA90559.1,ABA90558.1,ABA90556.1,ABA90555.1,ABA90554.1,ABA90553.1,ABA90551.1,ABA90548.1,ABA90541.1,ABA90538.1,ABA90536.1,ABA90532.1,	DQ203488.1,DQ203484.1,DQ203483.1,DQ203482.1,DQ203481.1,DQ203478.1,DQ203475.1,DQ203464.1,DQ203463.1,DQ203462.1,DQ203461.1,DQ203458.1,DQ203456.1,DQ203450.1,DQ203448.1,DQ203447.1,DQ203446.1,DQ203439.1,DQ203438.1,DQ203435.1,DQ203432.1,DQ203430.1,DQ203429.1,DQ203427.1,DQ203425.1,DQ203422.1,DQ203421.1,DQ203419.1,DQ203418.1,DQ203417.1,DQ203415.1,DQ203412.1,DQ203411.1,DQ203409.1,DQ203408.1,DQ203407.1,DQ203402.1,DQ203401.1,DQ203399.1,DQ203397.1,DQ203396.1,DQ203393.1,DQ203386.1,DQ203382.1,DQ203380.1,DQ203379.1,DQ203377.1,DQ203375.1,DQ203374.1,DQ203372.1,DQ203371.1,DQ203366.1,DQ203361.1,DQ203359.1,DQ203358.1,DQ203356.1,DQ203355.1,DQ203354.1,DQ203353.1,DQ203352.1,DQ203351.1,DQ203349.1,DQ203348.1,DQ203346.1,DQ203344.1,DQ203343.1,DQ203342.1,DQ203340.1,DQ203487.1,DQ203486.1,DQ203485.1,DQ203480.1,DQ203479.1,DQ203477.1,DQ203476.1,DQ203474.1,DQ203473.1,DQ203472.1,DQ203471.1,DQ203470.1,DQ203469.1,DQ203468.1,DQ203467.1,DQ203466.1,DQ203465.1,DQ203460.1,DQ203459.1,DQ203457.1,DQ203455.1,DQ203454.1,DQ203453.1,DQ203452.1,DQ203451.1,DQ203449.1,DQ203445.1,DQ203444.1,DQ203443.1,DQ203442.1,DQ203441.1,DQ203440.1,DQ203437.1,DQ203436.1,DQ203434.1,DQ203433.1,DQ203431.1,DQ203428.1,DQ203426.1,DQ203424.1,DQ203423.1,DQ203420.1,DQ203416.1,DQ203414.1,DQ203413.1,DQ203410.1,DQ203406.1,DQ203405.1,DQ203404.1,DQ203403.1,DQ203400.1,DQ203398.1,DQ203395.1,DQ203394.1,DQ203392.1,DQ203391.1,DQ203390.1,DQ203389.1,DQ203388.1,DQ203387.1,DQ203385.1,DQ203384.1,DQ203383.1,DQ203381.1,DQ203378.1,DQ203376.1,DQ203373.1,DQ203370.1,DQ203369.1,DQ203368.1,DQ203367.1,DQ203365.1,DQ203364.1,DQ203363.1,DQ203362.1,DQ203360.1,DQ203357.1,DQ203350.1,DQ203347.1,DQ203345.1,DQ203341.1,
Med0_Jan06	Mediterranean Sea	0	Saline	Depth of 0m at station HO1 from the Mediterranean Sea	1-Jan-06	Jan	2006	yes	yes	92	Sabehi,G. and Beja,O.	Adaptation and spectral tuning in divergent marine proteorhodopsins from the eastern Mediterranean and the Sargasso Seas	ABD84526.1,ABD84525.1,ABD84524.1,ABD84521.1,ABD84520.1,ABD84518.1,ABD84517.1,ABD84514.1,ABD84513.1,ABD84511.1,ABD84503.1,ABD84495.1,ABD84493.1,ABD84489.1,ABD84481.1,ABD84475.1,ABD84473.1,ABD84472.1,ABD84465.1,ABD84456.1,ABD84455.1,ABD84451.1,ABD84445.1,ABD84527.1,ABD84523.1,ABD84522.1,ABD84519.1,ABD84516.1,ABD84515.1,ABD84512.1,ABD84510.1,ABD84509.1,ABD84508.1,ABD84507.1,ABD84506.1,ABD84505.1,ABD84504.1,ABD84502.1,ABD84501.1,ABD84500.1,ABD84499.1,ABD84498.1,ABD84497.1,ABD84496.1,ABD84494.1,ABD84492.1,ABD84491.1,ABD84490.1,ABD84488.1,ABD84487.1,ABD84486.1,ABD84485.1,ABD84484.1,ABD84483.1,ABD84482.1,ABD84480.1,ABD84479.1,ABD84478.1,ABD84477.1,ABD84476.1,ABD84474.1,ABD84471.1,ABD84470.1,ABD84469.1,ABD84468.1,ABD84467.1,ABD84466.1,ABD84464.1,ABD84463.1,ABD84462.1,ABD84461.1,ABD84460.1,ABD84459.1,ABD84458.1,ABD84457.1,ABD84454.1,ABD84453.1,ABD84452.1,ABD84450.1,ABD84449.1,ABD84448.1,ABD84447.1,ABD84446.1,ABD84444.1,ABD84443.1,ABD84442.1,ABD84441.1,ABD84440.1,ABD84439.1,ABD84438.1,ABD84437.1,ABD84436.1,	DQ422240.1,DQ422239.1,DQ422238.1,DQ422235.1,DQ422234.1,DQ422232.1,DQ422231.1,DQ422228.1,DQ422227.1,DQ422225.1,DQ422217.1,DQ422209.1,DQ422207.1,DQ422203.1,DQ422195.1,DQ422189.1,DQ422187.1,DQ422186.1,DQ422179.1,DQ422170.1,DQ422169.1,DQ422165.1,DQ422159.1,DQ422241.1,DQ422237.1,DQ422236.1,DQ422233.1,DQ422230.1,DQ422229.1,DQ422226.1,DQ422224.1,DQ422223.1,DQ422222.1,DQ422221.1,DQ422220.1,DQ422219.1,DQ422218.1,DQ422216.1,DQ422215.1,DQ422214.1,DQ422213.1,DQ422212.1,DQ422211.1,DQ422210.1,DQ422208.1,DQ422206.1,DQ422205.1,DQ422204.1,DQ422202.1,DQ422201.1,DQ422200.1,DQ422199.1,DQ422198.1,DQ422197.1,DQ422196.1,DQ422194.1,DQ422193.1,DQ422192.1,DQ422191.1,DQ422190.1,DQ422188.1,DQ422185.1,DQ422184.1,DQ422183.1,DQ422182.1,DQ422181.1,DQ422180.1,DQ422178.1,DQ422177.1,DQ422176.1,DQ422175.1,DQ422174.1,DQ422173.1,DQ422172.1,DQ422171.1,DQ422168.1,DQ422167.1,DQ422166.1,DQ422164.1,DQ422163.1,DQ422162.1,DQ422161.1,DQ422160.1,DQ422158.1,DQ422157.1,DQ422156.1,DQ422155.1,DQ422154.1,DQ422153.1,DQ422152.1,DQ422151.1,DQ422150.1,
Med20_May03	Mediterranean Sea	20	Saline	Collected from a depth of 20m a station HO1 from the Mediterranean Sea in May 2003	1-May-03	May	2003	no	yes	170	Sabehi,G. and Beja,O.	Adaptation and spectral tuning in divergent marine proteorhodopsins from the eastern Mediterranean and the Sargasso Seas	ABA90849.1,ABA90848.1,ABA90845.1,ABA90840.1,ABA90839.1,ABA90837.1,ABA90836.1,ABA90834.1,ABA90831.1,ABA90828.1,ABA90827.1,ABA90823.1,ABA90821.1,ABA90820.1,ABA90815.1,ABA90810.1,ABA90809.1,ABA90807.1,ABA90802.1,ABA90800.1,ABA90798.1,ABA90797.1,ABA90796.1,ABA90795.1,ABA90794.1,ABA90791.1,ABA90790.1,ABA90789.1,ABA90788.1,ABA90786.1,ABA90785.1,ABA90783.1,ABA90782.1,ABA90777.1,ABA90770.1,ABA90766.1,ABA90764.1,ABA90763.1,ABA90756.1,ABA90755.1,ABA90754.1,ABA90753.1,ABA90752.1,ABA90749.1,ABA90744.1,ABA90740.1,ABA90738.1,ABA90737.1,ABA90734.1,ABA90733.1,ABA90730.1,ABA90729.1,ABA90727.1,ABA90724.1,ABA90723.1,ABA90722.1,ABA90716.1,ABA90712.1,ABA90711.1,ABA90708.1,ABA90705.1,ABA90703.1,ABA90701.1,ABA90700.1,ABA90699.1,ABA90698.1,ABA90697.1,ABA90694.1,ABA90693.1,ABA90692.1,ABA90691.1,ABA90688.1,ABA90687.1,ABA90685.1,ABA90684.1,ABA90683.1,ABA90680.1,ABA90847.1,ABA90846.1,ABA90844.1,ABA90843.1,ABA90842.1,ABA90841.1,ABA90838.1,ABA90835.1,ABA90833.1,ABA90832.1,ABA90830.1,ABA90829.1,ABA90826.1,ABA90825.1,ABA90824.1,ABA90822.1,ABA90819.1,ABA90818.1,ABA90817.1,ABA90816.1,ABA90814.1,ABA90813.1,ABA90812.1,ABA90811.1,ABA90808.1,ABA90806.1,ABA90805.1,ABA90804.1,ABA90803.1,ABA90801.1,ABA90799.1,ABA90793.1,ABA90792.1,ABA90787.1,ABA90784.1,ABA90781.1,ABA90780.1,ABA90779.1,ABA90778.1,ABA90776.1,ABA90775.1,ABA90774.1,ABA90773.1,ABA90772.1,ABA90771.1,ABA90769.1,ABA90768.1,ABA90767.1,ABA90765.1,ABA90762.1,ABA90761.1,ABA90760.1,ABA90759.1,ABA90758.1,ABA90757.1,ABA90751.1,ABA90750.1,ABA90748.1,ABA90747.1,ABA90746.1,ABA90745.1,ABA90743.1,ABA90742.1,ABA90741.1,ABA90739.1,ABA90736.1,ABA90735.1,ABA90732.1,ABA90731.1,ABA90728.1,ABA90726.1,ABA90725.1,ABA90721.1,ABA90720.1,ABA90719.1,ABA90718.1,ABA90717.1,ABA90715.1,ABA90714.1,ABA90713.1,ABA90710.1,ABA90709.1,ABA90707.1,ABA90706.1,ABA90704.1,ABA90702.1,ABA90696.1,ABA90695.1,ABA90690.1,ABA90689.1,ABA90686.1,ABA90682.1,ABA90681.1,	DQ203658.1,DQ203657.1,DQ203654.1,DQ203649.1,DQ203648.1,DQ203646.1,DQ203645.1,DQ203643.1,DQ203640.1,DQ203637.1,DQ203636.1,DQ203632.1,DQ203630.1,DQ203629.1,DQ203624.1,DQ203619.1,DQ203618.1,DQ203616.1,DQ203611.1,DQ203609.1,DQ203607.1,DQ203606.1,DQ203605.1,DQ203604.1,DQ203603.1,DQ203600.1,DQ203599.1,DQ203598.1,DQ203597.1,DQ203595.1,DQ203594.1,DQ203592.1,DQ203591.1,DQ203586.1,DQ203579.1,DQ203575.1,DQ203573.1,DQ203572.1,DQ203565.1,DQ203564.1,DQ203563.1,DQ203562.1,DQ203561.1,DQ203558.1,DQ203553.1,DQ203549.1,DQ203547.1,DQ203546.1,DQ203543.1,DQ203542.1,DQ203539.1,DQ203538.1,DQ203536.1,DQ203533.1,DQ203532.1,DQ203531.1,DQ203525.1,DQ203521.1,DQ203520.1,DQ203517.1,DQ203514.1,DQ203512.1,DQ203510.1,DQ203509.1,DQ203508.1,DQ203507.1,DQ203506.1,DQ203503.1,DQ203502.1,DQ203501.1,DQ203500.1,DQ203497.1,DQ203496.1,DQ203494.1,DQ203493.1,DQ203492.1,DQ203489.1,DQ203656.1,DQ203655.1,DQ203653.1,DQ203652.1,DQ203651.1,DQ203650.1,DQ203647.1,DQ203644.1,DQ203642.1,DQ203641.1,DQ203639.1,DQ203638.1,DQ203635.1,DQ203634.1,DQ203633.1,DQ203631.1,DQ203628.1,DQ203627.1,DQ203626.1,DQ203625.1,DQ203623.1,DQ203622.1,DQ203621.1,DQ203620.1,DQ203617.1,DQ203615.1,DQ203614.1,DQ203613.1,DQ203612.1,DQ203610.1,DQ203608.1,DQ203602.1,DQ203601.1,DQ203596.1,DQ203593.1,DQ203590.1,DQ203589.1,DQ203588.1,DQ203587.1,DQ203585.1,DQ203584.1,DQ203583.1,DQ203582.1,DQ203581.1,DQ203580.1,DQ203578.1,DQ203577.1,DQ203576.1,DQ203574.1,DQ203571.1,DQ203570.1,DQ203569.1,DQ203568.1,DQ203567.1,DQ203566.1,DQ203560.1,DQ203559.1,DQ203557.1,DQ203556.1,DQ203555.1,DQ203554.1,DQ203552.1,DQ203551.1,DQ203550.1,DQ203548.1,DQ203545.1,DQ203544.1,DQ203541.1,DQ203540.1,DQ203537.1,DQ203535.1,DQ203534.1,DQ203530.1,DQ203529.1,DQ203528.1,DQ203527.1,DQ203526.1,DQ203524.1,DQ203523.1,DQ203522.1,DQ203519.1,DQ203518.1,DQ203516.1,DQ203515.1,DQ203513.1,DQ203511.1,DQ203505.1,DQ203504.1,DQ203499.1,DQ203498.1,DQ203495.1,DQ203491.1,DQ203490.1,
Med20_Jan06	Mediterranean Sea	20	Saline	Depth of 20m at station HO1 from the Mediterranean Sea	1-Jan-06	Jan	2006	yes	yes	103	Sabehi,G. and Beja,O.	Adaptation and spectral tuning in divergent marine proteorhodopsins from the eastern Mediterranean and the Sargasso Seas	ABD84618.1,ABD84614.1,ABD84607.1,ABD84605.1,ABD84604.1,ABD84603.1,ABD84599.1,ABD84597.1,ABD84592.1,ABD84590.1,ABD84587.1,ABD84584.1,ABD84574.1,ABD84568.1,ABD84567.1,ABD84563.1,ABD84562.1,ABD84557.1,ABD84554.1,ABD84551.1,ABD84547.1,ABD84545.1,ABD84539.1,ABD84534.1,ABD84530.1,ABD84630.1,ABD84629.1,ABD84628.1,ABD84627.1,ABD84626.1,ABD84625.1,ABD84624.1,ABD84623.1,ABD84622.1,ABD84621.1,ABD84620.1,ABD84619.1,ABD84617.1,ABD84616.1,ABD84615.1,ABD84613.1,ABD84612.1,ABD84611.1,ABD84610.1,ABD84609.1,ABD84608.1,ABD84606.1,ABD84602.1,ABD84601.1,ABD84600.1,ABD84598.1,ABD84596.1,ABD84595.1,ABD84594.1,ABD84593.1,ABD84591.1,ABD84589.1,ABD84588.1,ABD84586.1,ABD84585.1,ABD84583.1,ABD84582.1,ABD84581.1,ABD84580.1,ABD84579.1,ABD84578.1,ABD84577.1,ABD84576.1,ABD84575.1,ABD84573.1,ABD84572.1,ABD84571.1,ABD84570.1,ABD84569.1,ABD84566.1,ABD84565.1,ABD84564.1,ABD84561.1,ABD84560.1,ABD84559.1,ABD84558.1,ABD84556.1,ABD84555.1,ABD84553.1,ABD84552.1,ABD84550.1,ABD84549.1,ABD84548.1,ABD84546.1,ABD84544.1,ABD84543.1,ABD84542.1,ABD84541.1,ABD84540.1,ABD84538.1,ABD84537.1,ABD84536.1,ABD84535.1,ABD84533.1,ABD84532.1,ABD84531.1,ABD84529.1,ABD84528.1,	DQ422332.1,DQ422328.1,DQ422321.1,DQ422319.1,DQ422318.1,DQ422317.1,DQ422313.1,DQ422311.1,DQ422306.1,DQ422304.1,DQ422301.1,DQ422298.1,DQ422288.1,DQ422282.1,DQ422281.1,DQ422277.1,DQ422276.1,DQ422271.1,DQ422268.1,DQ422265.1,DQ422261.1,DQ422259.1,DQ422253.1,DQ422248.1,DQ422244.1,DQ422344.1,DQ422343.1,DQ422342.1,DQ422341.1,DQ422340.1,DQ422339.1,DQ422338.1,DQ422337.1,DQ422336.1,DQ422335.1,DQ422334.1,DQ422333.1,DQ422331.1,DQ422330.1,DQ422329.1,DQ422327.1,DQ422326.1,DQ422325.1,DQ422324.1,DQ422323.1,DQ422322.1,DQ422320.1,DQ422316.1,DQ422315.1,DQ422314.1,DQ422312.1,DQ422310.1,DQ422309.1,DQ422308.1,DQ422307.1,DQ422305.1,DQ422303.1,DQ422302.1,DQ422300.1,DQ422299.1,DQ422297.1,DQ422296.1,DQ422295.1,DQ422294.1,DQ422293.1,DQ422292.1,DQ422291.1,DQ422290.1,DQ422289.1,DQ422287.1,DQ422286.1,DQ422285.1,DQ422284.1,DQ422283.1,DQ422280.1,DQ422279.1,DQ422278.1,DQ422275.1,DQ422274.1,DQ422273.1,DQ422272.1,DQ422270.1,DQ422269.1,DQ422267.1,DQ422266.1,DQ422264.1,DQ422263.1,DQ422262.1,DQ422260.1,DQ422258.1,DQ422257.1,DQ422256.1,DQ422255.1,DQ422254.1,DQ422252.1,DQ422251.1,DQ422250.1,DQ422249.1,DQ422247.1,DQ422246.1,DQ422245.1,DQ422243.1,DQ422242.1,
Med50_Jan06	Mediterranean Sea	50	Saline	Depth of 50m at station HO1 from the Mediterranean Sea	1-Jan-06	Jan	2006	yes	yes	103	Sabehi,G. and Beja,O.	Adaptation and spectral tuning in divergent marine proteorhodopsins from the eastern Mediterranean and the Sargasso Seas	ABD84654.1,ABD84652.1,ABD84733.1,ABD84727.1,ABD84724.1,ABD84721.1,ABD84711.1,ABD84709.1,ABD84708.1,ABD84705.1,ABD84704.1,ABD84701.1,ABD84694.1,ABD84689.1,ABD84687.1,ABD84685.1,ABD84675.1,ABD84674.1,ABD84673.1,ABD84670.1,ABD84668.1,ABD84665.1,ABD84664.1,ABD84646.1,ABD84636.1,ABD84653.1,ABD84732.1,ABD84731.1,ABD84730.1,ABD84729.1,ABD84728.1,ABD84726.1,ABD84725.1,ABD84723.1,ABD84722.1,ABD84720.1,ABD84719.1,ABD84718.1,ABD84717.1,ABD84716.1,ABD84715.1,ABD84714.1,ABD84713.1,ABD84712.1,ABD84710.1,ABD84707.1,ABD84706.1,ABD84703.1,ABD84702.1,ABD84700.1,ABD84699.1,ABD84698.1,ABD84697.1,ABD84696.1,ABD84695.1,ABD84693.1,ABD84692.1,ABD84691.1,ABD84690.1,ABD84688.1,ABD84686.1,ABD84684.1,ABD84683.1,ABD84682.1,ABD84681.1,ABD84680.1,ABD84679.1,ABD84678.1,ABD84677.1,ABD84676.1,ABD84672.1,ABD84671.1,ABD84669.1,ABD84667.1,ABD84666.1,ABD84663.1,ABD84662.1,ABD84661.1,ABD84660.1,ABD84659.1,ABD84658.1,ABD84657.1,ABD84656.1,ABD84655.1,ABD84651.1,ABD84650.1,ABD84649.1,ABD84648.1,ABD84647.1,ABD84645.1,ABD84644.1,ABD84643.1,ABD84642.1,ABD84641.1,ABD84640.1,ABD84639.1,ABD84638.1,ABD84637.1,ABD84635.1,ABD84634.1,ABD84633.1,ABD84632.1,ABD84631.1,	DQ422368.1,DQ422366.1,DQ422447.1,DQ422441.1,DQ422438.1,DQ422435.1,DQ422425.1,DQ422423.1,DQ422422.1,DQ422419.1,DQ422418.1,DQ422415.1,DQ422408.1,DQ422403.1,DQ422401.1,DQ422399.1,DQ422389.1,DQ422388.1,DQ422387.1,DQ422384.1,DQ422382.1,DQ422379.1,DQ422378.1,DQ422360.1,DQ422350.1,DQ422367.1,DQ422446.1,DQ422445.1,DQ422444.1,DQ422443.1,DQ422442.1,DQ422440.1,DQ422439.1,DQ422437.1,DQ422436.1,DQ422434.1,DQ422433.1,DQ422432.1,DQ422431.1,DQ422430.1,DQ422429.1,DQ422428.1,DQ422427.1,DQ422426.1,DQ422424.1,DQ422421.1,DQ422420.1,DQ422417.1,DQ422416.1,DQ422414.1,DQ422413.1,DQ422412.1,DQ422411.1,DQ422410.1,DQ422409.1,DQ422407.1,DQ422406.1,DQ422405.1,DQ422404.1,DQ422402.1,DQ422400.1,DQ422398.1,DQ422397.1,DQ422396.1,DQ422395.1,DQ422394.1,DQ422393.1,DQ422392.1,DQ422391.1,DQ422390.1,DQ422386.1,DQ422385.1,DQ422383.1,DQ422381.1,DQ422380.1,DQ422377.1,DQ422376.1,DQ422375.1,DQ422374.1,DQ422373.1,DQ422372.1,DQ422371.1,DQ422370.1,DQ422369.1,DQ422365.1,DQ422364.1,DQ422363.1,DQ422362.1,DQ422361.1,DQ422359.1,DQ422358.1,DQ422357.1,DQ422356.1,DQ422355.1,DQ422354.1,DQ422353.1,DQ422352.1,DQ422351.1,DQ422349.1,DQ422348.1,DQ422347.1,DQ422346.1,DQ422345.1,
Med55_May03	Mediterranean Sea	55	Saline	Collected from a depth of 55m a station HO1 from the Mediterranean Sea in May 2003	1-May-03	May	2003	no	yes	76	Sabehi,G. and Beja,O.	Adaptation and spectral tuning in divergent marine proteorhodopsins from the eastern Mediterranean and the Sargasso Seas	ABA90925.1,ABA90924.1,ABA90922.1,ABA90917.1,ABA90914.1,ABA90912.1,ABA90911.1,ABA90899.1,ABA90898.1,ABA90894.1,ABA90891.1,ABA90890.1,ABA90883.1,ABA90881.1,ABA90880.1,ABA90879.1,ABA90877.1,ABA90876.1,ABA90873.1,ABA90872.1,ABA90871.1,ABA90869.1,ABA90864.1,ABA90856.1,ABA90853.1,ABA90852.1,ABA90923.1,ABA90921.1,ABA90920.1,ABA90919.1,ABA90918.1,ABA90916.1,ABA90915.1,ABA90913.1,ABA90910.1,ABA90909.1,ABA90908.1,ABA90907.1,ABA90906.1,ABA90905.1,ABA90904.1,ABA90903.1,ABA90902.1,ABA90901.1,ABA90900.1,ABA90897.1,ABA90896.1,ABA90895.1,ABA90893.1,ABA90892.1,ABA90889.1,ABA90888.1,ABA90887.1,ABA90886.1,ABA90885.1,ABA90884.1,ABA90882.1,ABA90878.1,ABA90875.1,ABA90874.1,ABA90870.1,ABA90868.1,ABA90867.1,ABA90866.1,ABA90865.1,ABA90863.1,ABA90862.1,ABA90861.1,ABA90860.1,ABA90859.1,ABA90858.1,ABA90857.1,ABA90855.1,ABA90854.1,ABA90851.1,ABA90850.1,	DQ203734.1,DQ203733.1,DQ203731.1,DQ203726.1,DQ203723.1,DQ203721.1,DQ203720.1,DQ203708.1,DQ203707.1,DQ203703.1,DQ203700.1,DQ203699.1,DQ203692.1,DQ203690.1,DQ203689.1,DQ203688.1,DQ203686.1,DQ203685.1,DQ203682.1,DQ203681.1,DQ203680.1,DQ203678.1,DQ203673.1,DQ203665.1,DQ203662.1,DQ203661.1,DQ203732.1,DQ203730.1,DQ203729.1,DQ203728.1,DQ203727.1,DQ203725.1,DQ203724.1,DQ203722.1,DQ203719.1,DQ203718.1,DQ203717.1,DQ203716.1,DQ203715.1,DQ203714.1,DQ203713.1,DQ203712.1,DQ203711.1,DQ203710.1,DQ203709.1,DQ203706.1,DQ203705.1,DQ203704.1,DQ203702.1,DQ203701.1,DQ203698.1,DQ203697.1,DQ203696.1,DQ203695.1,DQ203694.1,DQ203693.1,DQ203691.1,DQ203687.1,DQ203684.1,DQ203683.1,DQ203679.1,DQ203677.1,DQ203676.1,DQ203675.1,DQ203674.1,DQ203672.1,DQ203671.1,DQ203670.1,DQ203669.1,DQ203668.1,DQ203667.1,DQ203666.1,DQ203664.1,DQ203663.1,DQ203660.1,DQ203659.1,
Sar0_Mar98	Sargasso Sea	0	Saline	Collected from a depth of 0m at statio BATS114a from the Sargasso Sea in March 1998	1-Mar-98	Mar	1998	yes	yes	59	Sabehi,G. and Beja,O.	Adaptation and spectral tuning in divergent marine proteorhodopsins from the eastern Mediterranean and the Sargasso Seas	ABA90981.1,ABA90980.1,ABA90979.1,ABA90977.1,ABA90976.1,ABA90974.1,ABA90973.1,ABA90972.1,ABA90971.1,ABA90968.1,ABA90967.1,ABA90966.1,ABA90965.1,ABA90964.1,ABA90962.1,ABA90961.1,ABA90960.1,ABA90958.1,ABA90957.1,ABA90955.1,ABA90954.1,ABA90951.1,ABA90949.1,ABA90948.1,ABA90947.1,ABA90946.1,ABA90945.1,ABA90944.1,ABA90943.1,ABA90942.1,ABA90941.1,ABA90939.1,ABA90937.1,ABA90936.1,ABA90933.1,ABA90931.1,ABA90930.1,ABA90929.1,ABA90927.1,ABA90926.1,ABA90984.1,ABA90983.1,ABA90982.1,ABA90978.1,ABA90975.1,ABA90970.1,ABA90969.1,ABA90963.1,ABA90959.1,ABA90956.1,ABA90953.1,ABA90952.1,ABA90950.1,ABA90940.1,ABA90938.1,ABA90935.1,ABA90934.1,ABA90932.1,ABA90928.1,	DQ203790.1,DQ203789.1,DQ203788.1,DQ203786.1,DQ203785.1,DQ203783.1,DQ203782.1,DQ203781.1,DQ203780.1,DQ203777.1,DQ203776.1,DQ203775.1,DQ203774.1,DQ203773.1,DQ203771.1,DQ203770.1,DQ203769.1,DQ203767.1,DQ203766.1,DQ203764.1,DQ203763.1,DQ203760.1,DQ203758.1,DQ203757.1,DQ203756.1,DQ203755.1,DQ203754.1,DQ203753.1,DQ203752.1,DQ203751.1,DQ203750.1,DQ203748.1,DQ203746.1,DQ203745.1,DQ203742.1,DQ203740.1,DQ203739.1,DQ203738.1,DQ203736.1,DQ203735.1,DQ203793.1,DQ203792.1,DQ203791.1,DQ203787.1,DQ203784.1,DQ203779.1,DQ203778.1,DQ203772.1,DQ203768.1,DQ203765.1,DQ203762.1,DQ203761.1,DQ203759.1,DQ203749.1,DQ203747.1,DQ203744.1,DQ203743.1,DQ203741.1,DQ203737.1,
